index,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,New or Used Vehicle,Sale Date,Transaction Type,Transaction Date,Year,County,City,Postal Code
30267,WMWXP3C00M,145445912,2021,MINI,Hardtop,New,January 19 2021,Original Title,February 08 2021,2021,King,KIRKLAND,98034.0
30269,1FADP3R4XD,161799711,2013,FORD,Focus,New,November 25 2013,Original Registration,December 16 2013,2013,King,BELLEVUE,98004.0
30292,1V25MPE8XR,269762202,2024,VOLKSWAGEN,ID.4,New,,Original Registration,August 23 2024,2024,Clark,VANCOUVER,98660.0
30293,1C4RJYD61P,229675939,2023,JEEP,Grand Cherokee,New,,Original Registration,February 22 2023,2023,Yakima,YAKIMA,98908.0
30306,WA1F2AFYXR,266879273,2024,AUDI,Q5 e,New,,Original Registration,May 21 2024,2024,Snohomish,LAKE STEVENS,98258.0
30311,WAUEJBFW1P,224356737,2023,AUDI,e-tron GT,New,December 08 2022,Original Title,January 12 2023,2023,Clark,VANCOUVER,98662.0
30324,7PDSGBBA2R,262497756,2024,RIVIAN,R1S,New,December 30 2023,Original Title,February 17 2024,2024,Clark,VANCOUVER,98664.0
30330,YV4BR0CK2K,125426248,2019,VOLVO,XC90,New,,Original Registration,April 25 2019,2019,King,BELLEVUE,98004.0
30343,5YJSA1E46G,105418449,2016,TESLA,Model S,New,December 31 2016,Original Title,February 02 2017,2017,King,KIRKLAND,98033.0
30346,2C4RC1H71J,335520468,2018,CHRYSLER,Pacifica,New,,Original Registration,November 14 2019,2019,King,SEATTLE,98125.0
30349,KNDCT3L12P,253573204,2023,KIA,Niro,New,August 19 2023,Original Title,September 07 2023,2023,King,KIRKLAND,98033.0
30350,JTJHKCFZ4S,268153238,2025,LEXUS,NX,New,,Original Registration,July 23 2024,2024,King,SEATTLE,98133.0
30427,7SAXCDE59N,218232983,2022,TESLA,Model X,New,September 07 2022,Original Title,October 04 2022,2022,King,NEWCASTLE,98056.0
30440,1G1RC6S54J,187341626,2018,CHEVROLET,Volt,New,,Original Registration,March 30 2018,2018,King,SEATTLE,98125.0
30457,1G1FY6S04L,121725516,2020,CHEVROLET,Bolt EV,New,July 06 2020,Original Title,July 13 2020,2020,King,SEATTLE,98125.0
30484,3FMTK1RM4M,170897660,2021,FORD,Mustang Mach-E,New,July 10 2021,Original Title,July 23 2021,2021,King,RENTON,98055.0
30491,7SAXCBE53P,226013014,2023,TESLA,Model X,New,November 08 2022,Original Title,November 30 2022,2022,King,SEATTLE,98112.0
30504,YV4H60DM5P,230278597,2023,VOLVO,XC60,New,February 11 2023,Original Title,March 06 2023,2023,Kitsap,BAINBRIDGE ISLAND,98110.0
30552,1N4BZ1BP8L,136881881,2020,NISSAN,Leaf,New,,Original Registration,December 21 2020,2020,Kitsap,PORT ORCHARD,98367.0
30558,1C4RJYB68P,269710612,2023,JEEP,Grand Cherokee,New,,Original Registration,August 19 2024,2024,King,KENT,98030.0
30601,5YJXCDE26H,249941772,2017,TESLA,Model X,New,June 14 2017,Original Title,June 21 2017,2017,King,BELLEVUE,98004.0
30628,WA1BCBFZ4P,249771259,2023,AUDI,Q4,New,,Original Registration,August 08 2023,2023,King,BELLEVUE,98004.0
30666,YV4H60CE5R,267871537,2024,VOLVO,XC90,New,May 30 2024,Original Title,July 11 2024,2024,King,BELLEVUE,98004.0
30729,5YJSA1CP0C,145898826,2012,TESLA,Model S,New,December 12 2012,Original Title,January 11 2013,2013,King,KIRKLAND,98033.0
30735,5YJSA1H20E,165967028,2014,TESLA,Model S,New,December 24 2014,Original Title,January 16 2015,2015,King,KIRKLAND,98033.0
30764,7SAXCAE51R,262554008,2024,TESLA,Model X,New,February 10 2024,Original Title,March 06 2024,2024,Snohomish,EVERETT,98204.0
30781,5YJSA1E22H,189875948,2017,TESLA,Model S,New,,Original Registration,January 02 2018,2018,King,KIRKLAND,98033.0
30803,3FA6P0PU3J,187215962,2018,FORD,Fusion,New,March 17 2018,Original Title,April 09 2018,2018,King,AUBURN,98092.0
30825,7SAXCDE57P,260112744,2023,TESLA,Model X,New,,Original Registration,January 25 2024,2024,King,KENT,98030.0
30842,3FMTK2SU9N,214851038,2022,FORD,Mustang Mach-E,New,,Original Registration,September 20 2022,2022,King,KIRKLAND,98033.0
30891,5YJXCBE55M,190149431,2021,TESLA,Model X,New,,Original Registration,January 11 2022,2022,King,KIRKLAND,98033.0
30921,1G1RB6S50H,157624967,2017,CHEVROLET,Volt,New,March 14 2016,Original Registration,March 23 2016,2016,King,SEATTLE,98122.0
30932,3FA6P0PU4F,106858657,2015,FORD,Fusion,New,February 28 2015,Original Title,April 02 2015,2015,King,SEATTLE,98144.0
30987,WP1AE2AY1P,237977127,2023,PORSCHE,Cayenne,New,April 26 2023,Original Title,May 08 2023,2023,Clark,CAMAS,98607.0
31011,KNAGV4LD0H,349622241,2017,KIA,Optima,New,November 12 2017,Original Title,December 07 2017,2017,King,SEATTLE,98146.0
31025,3FMTK3SS2M,144564311,2021,FORD,Mustang Mach-E,New,,Original Registration,March 19 2021,2021,King,SEATTLE,98178.0
31033,JN1DF0CD1P,251106747,2023,NISSAN,ARIYA,New,,Original Registration,October 12 2023,2023,King,KIRKLAND,98034.0
31048,JA4T5WA98R,261305803,2024,MITSUBISHI,Outlander,New,December 17 2023,Original Title,January 16 2024,2024,King,KIRKLAND,98033.0
31144,1N4BZ1CV1N,194866556,2022,NISSAN,Leaf,New,January 16 2022,Original Title,March 04 2022,2022,King,SEATTLE,98112.0
31158,JA4J24A52K,4695022,2019,MITSUBISHI,Outlander,New,,Original Registration,January 08 2020,2020,Cowlitz,KALAMA,98625.0
31164,3FA6P0PU6H,348224936,2017,FORD,Fusion,New,,Original Registration,January 11 2018,2018,Cowlitz,KALAMA,98625.0
31176,KNDCC3LD5K,2581225,2019,KIA,Niro,New,November 23 2019,Original Title,December 05 2019,2019,Kitsap,BREMERTON,98312.0
31182,JTMFB3FV0N,207431969,2022,TOYOTA,RAV4 Prime,New,,Original Registration,June 10 2022,2022,King,SEATTLE,98125.0
31195,KNDPYDAH7P,225733735,2023,KIA,Sportage,New,December 11 2022,Original Title,December 28 2022,2022,King,SEATTLE,98115.0
31205,7SAXCBE68P,236251144,2023,TESLA,Model X,New,March 31 2023,Original Title,June 14 2023,2023,King,AUBURN,98001.0
31264,YV4BR0CK3K,477288437,2019,VOLVO,XC90,New,July 11 2019,Original Title,August 20 2019,2019,King,KIRKLAND,98033.0
31285,7PDSGABA4R,265030790,2024,RIVIAN,R1S,New,,Original Registration,February 28 2024,2024,King,REDMOND,98052.0
31289,3FMTK3R46P,264427642,2023,FORD,Mustang Mach-E,New,February 10 2024,Original Title,March 07 2024,2024,King,SEATTLE,98125.0
31365,KNDCM3LD4K,102100470,2019,KIA,Niro,New,January 28 2020,Original Title,February 04 2020,2020,King,SHORELINE,98155.0
31376,KNDRMDLH1N,194832984,2022,KIA,Sorento,New,,Original Registration,March 18 2022,2022,King,SEATTLE,98115.0
31386,5YJSA1E47J,474960888,2018,TESLA,Model S,New,,Original Registration,April 19 2019,2019,King,SEATTLE,98177.0
31405,5YJSA1E51M,185498820,2021,TESLA,Model S,New,,Original Registration,December 23 2021,2021,King,KIRKLAND,98033.0
31448,7SAXCBE5XR,270876210,2024,TESLA,Model X,New,July 26 2024,Original Title,August 20 2024,2024,King,BELLEVUE,98004.0
31477,7PDSGABA7R,270733410,2024,RIVIAN,R1S,New,,Original Registration,August 08 2024,2024,King,BELLEVUE,98004.0
31533,1N4BZ0CP9H,172855518,2017,NISSAN,Leaf,New,,Original Registration,October 13 2017,2017,King,BELLEVUE,98007.0
31605,KM8KN4DE9R,264587879,2024,HYUNDAI,Ioniq 5,New,March 23 2024,Original Title,April 09 2024,2024,King,AUBURN,98092.0
31707,JTJCJMGA6R,269848554,2024,LEXUS,RX,New,July 27 2024,Original Title,August 30 2024,2024,King,KENT,98030.0
31718,7G2CEHED7R,264726143,2024,TESLA,Cybertruck,New,March 23 2024,Original Title,April 11 2024,2024,Kitsap,BAINBRIDGE ISLAND,98110.0
31725,YV4ED3UB3N,183351283,2022,VOLVO,XC40,New,,Original Registration,December 16 2021,2021,King,KIRKLAND,98033.0
31737,WDC0G5EB2K,276655676,2019,MERCEDES-BENZ,GLC-Class,New,September 29 2019,Original Title,October 17 2019,2019,King,BELLEVUE,98004.0
31788,KNDJP3AE1H,159407622,2017,KIA,Soul EV,New,,Original Registration,March 22 2018,2018,King,SEATTLE,98125.0
31796,5YJXCDE21G,201299213,2016,TESLA,Model X,New,December 31 2016,Original Title,February 02 2017,2017,Clark,BATTLE GROUND,98604.0
31805,WVGJNPE26N,212380920,2022,VOLKSWAGEN,ID.4,New,August 09 2022,Original Title,September 06 2022,2022,King,SEATTLE,98177.0
31831,1G1RD6E42E,178922565,2014,CHEVROLET,Volt,New,August 29 2014,Original Registration,September 23 2014,2014,Snohomish,MONROE,98272.0
31846,WBY8P4C03L,107354271,2020,BMW,i3,New,,Original Registration,June 09 2020,2020,King,SEATTLE,98177.0
31858,3FA6P0SU0G,130449483,2016,FORD,Fusion,New,September 29 2015,Original Title,October 13 2015,2015,King,SEATTLE,98115.0
31954,JTDKARFP9L,2055784,2020,TOYOTA,Prius Prime,New,,Original Registration,November 22 2019,2019,Kitsap,BAINBRIDGE ISLAND,98110.0
31966,1G1FW6S01J,326473528,2018,CHEVROLET,Bolt EV,New,,Original Registration,April 13 2018,2018,King,KENT,98030.0
31981,50EA1GBA8N,208427383,2022,LUCID,Air,New,May 06 2022,Original Title,July 07 2022,2022,King,BEAUX ARTS,98004.0
31995,1N4AZ1CP1J,336910416,2018,NISSAN,Leaf,New,February 18 2019,Original Title,March 15 2019,2019,King,SEATTLE,98177.0
32046,3FA6P0PU0G,212730612,2016,FORD,Fusion,New,May 29 2016,Original Title,June 22 2016,2016,King,RENTON,98055.0
32058,JA4J24A51J,303073193,2018,MITSUBISHI,Outlander,New,January 15 2018,Original Title,February 07 2018,2018,Kitsap,PORT ORCHARD,98366.0
32068,5YJSA1E53N,218097309,2022,TESLA,Model S,New,September 23 2022,Original Title,October 28 2022,2022,King,SEATTLE,98146.0
32080,5YJXCAE29G,107374102,2016,TESLA,Model X,New,June 03 2016,Original Title,June 22 2016,2016,King,KIRKLAND,98034.0
32110,SADHD2S16K,108147196,2019,JAGUAR,I-PACE,New,,Original Registration,June 30 2020,2020,King,SEATTLE,98112.0
32165,JTMEB3FV4R,261744059,2024,TOYOTA,RAV4 Prime,New,,Original Registration,March 29 2024,2024,King,SHORELINE,98155.0
32238,5UXTA6C00M,127075910,2021,BMW,X5,New,,Original Registration,October 13 2020,2020,King,KIRKLAND,98034.0
32242,5YJSA1CN3D,245393753,2013,TESLA,Model S,New,December 23 2013,Original Registration,January 03 2014,2014,King,KIRKLAND,98034.0
32266,WBY43AW06P,251226944,2023,BMW,i4,New,,Original Registration,August 08 2023,2023,King,KIRKLAND,98033.0
32273,WBY33AW04P,225968081,2023,BMW,i4,New,December 09 2022,Original Title,December 27 2022,2022,King,AUBURN,98092.0
32280,JTMEB3FV0P,258865540,2023,TOYOTA,RAV4 Prime,New,October 23 2023,Original Title,November 15 2023,2023,King,SEATTLE,98122.0
32283,KNDCE3LG2L,157778120,2020,KIA,Niro,New,,Original Registration,June 17 2021,2021,King,SEATTLE,98122.0
32287,YV4H60DA9P,256163148,2023,VOLVO,XC60,New,,Original Registration,September 12 2023,2023,Thurston,OLYMPIA,98506.0
32298,YV4ED3UW3P,229283484,2023,VOLVO,XC40,New,,Original Registration,February 21 2023,2023,King,SEATTLE,98103.0
32341,JA4T5UA93P,265409224,2023,MITSUBISHI,Outlander,New,,Original Registration,May 22 2024,2024,Clark,VANCOUVER,98660.0
32349,ZASPATDWXR,265052553,2024,ALFA ROMEO,Tonale,New,,Original Registration,May 07 2024,2024,Kitsap,PORT ORCHARD,98366.0
32376,KNDJX3AEIG,16855,2016,KIA,Soul,New,October 23 2015,Original Registration,November 16 2015,2015,Kitsap,PORT ORCHARD,98366.0
32410,JTJKKCFZ4R,245594296,2024,LEXUS,NX,New,June 22 2023,Original Title,June 30 2023,2023,King,RENTON,98056.0
32413,KMHE54L24G,148585951,2016,HYUNDAI,Sonata,New,July 08 2016,Original Registration,July 21 2016,2016,King,RENTON,98056.0
32417,1C4JJXP62N,209817751,2022,JEEP,Wrangler,New,July 25 2022,Original Title,July 27 2022,2022,Clark,VANCOUVER,98685.0
32422,1G1FW6S01N,214928346,2022,CHEVROLET,Bolt EV,New,,Original Registration,September 13 2022,2022,Thurston,OLYMPIA,98501.0
32451,3FA6P0SU3L,122214025,2020,FORD,Fusion,New,August 05 2020,Original Title,August 26 2020,2020,King,SEATTLE,98177.0
32503,1C4RJYD69P,256002820,2023,JEEP,Grand Cherokee,New,September 16 2023,Original Title,October 11 2023,2023,King,SEATTLE,98107.0
32529,WVGGNPE2XM,192462294,2021,VOLKSWAGEN,ID.4,New,,Original Registration,March 01 2022,2022,King,NORMANDY PARK,98166.0
32534,KNDC34LB7P,255461839,2023,KIA,EV6,New,September 13 2023,Original Title,October 06 2023,2023,Clark,VANCOUVER,98660.0
32553,JA4T5VA93P,264429553,2023,MITSUBISHI,Outlander,New,,Original Registration,May 07 2024,2024,King,KIRKLAND,98034.0
32556,LYVBR0DM9K,133011315,2019,VOLVO,XC60,New,December 22 2018,Original Title,January 15 2019,2019,King,BELLEVUE,98006.0
32565,WMZYU7C41J,216809694,2018,MINI,Countryman,New,February 02 2018,Original Title,February 20 2018,2018,King,SEATTLE,98112.0
32569,7SAXCAE59P,258135671,2023,TESLA,Model X,New,,Original Registration,November 22 2023,2023,King,SAMMAMISH,98074.0
32575,7SAXCAE54P,260432714,2023,TESLA,Model X,New,December 12 2023,Original Title,January 10 2024,2024,King,SAMMAMISH,98075.0
32585,KM8JBDD23R,256169714,2024,HYUNDAI,Tucson,New,October 09 2023,Original Title,October 20 2023,2023,King,KIRKLAND,98034.0
32597,3FA6P0SU6F,212485780,2015,FORD,Fusion,New,November 15 2014,Original Title,December 10 2014,2014,King,KIRKLAND,98033.0
32699,5YJXCDE27K,233873720,2019,TESLA,Model X,New,,Original Registration,September 05 2019,2019,King,KIRKLAND,98034.0
32709,ZASPATCW9R,268709591,2024,ALFA ROMEO,Tonale,New,,Original Registration,July 11 2024,2024,King,RENTON,98055.0
32720,KM8JFDA24P,236460311,2023,HYUNDAI,Tucson,New,April 21 2023,Original Title,May 10 2023,2023,Thurston,OLYMPIA,98512.0
32722,3FA6P0SU9D,190493985,2013,FORD,Fusion,New,December 15 2013,Original Registration,December 31 2013,2013,King,KIRKLAND,98033.0
32726,YV4ED3UW1P,227240163,2023,VOLVO,XC40,New,,Original Registration,January 09 2023,2023,King,SEATTLE,98146.0
32733,2C4RC1L73J,348313948,2018,CHRYSLER,Pacifica,New,,Original Registration,January 16 2018,2018,King,KIRKLAND,98034.0
32757,1G1FX6S05H,258030370,2017,CHEVROLET,Bolt EV,New,,Original Registration,June 20 2017,2017,King,SEATTLE,98112.0
32779,WBA8E1C59J,299970093,2018,BMW,330e,New,,Original Registration,December 17 2018,2018,Kitsap,BAINBRIDGE ISLAND,98110.0
32782,1N4BZ1BV6N,193760066,2022,NISSAN,Leaf,New,February 16 2022,Original Title,February 28 2022,2022,King,SHORELINE,98133.0
32792,JTDKN3DP9D,115385917,2013,TOYOTA,Prius Plug-in,New,April 06 2013,Original Title,April 18 2013,2013,King,SHORELINE,98133.0
32817,1N4AZ1BP6L,134986218,2020,NISSAN,Leaf,New,November 27 2020,Original Title,December 28 2020,2020,King,REDMOND,98052.0
32823,5UXKT0C54J,347734915,2018,BMW,X5,New,November 22 2017,Original Title,December 13 2017,2017,King,LAKE FOREST PARK,98155.0
32851,WA1AAAGE2M,152616362,2021,AUDI,e-tron,New,,Original Registration,April 30 2021,2021,King,REDMOND,98052.0
32890,3FMTK3SU7N,220449232,2022,FORD,Mustang Mach-E,New,,Original Registration,October 12 2022,2022,Snohomish,BOTHELL,98012.0
32918,KM8S6DA21N,216678773,2022,HYUNDAI,Santa Fe,New,August 15 2022,Original Title,September 15 2022,2022,King,BELLEVUE,98007.0
32920,JHMZC5F3XJ,348642115,2018,HONDA,Clarity,New,,Original Registration,May 21 2018,2018,King,DUVALL,98019.0
32926,YV4H60DM7R,255483161,2024,VOLVO,XC60,New,,Original Registration,October 17 2023,2023,Kitsap,BAINBRIDGE ISLAND,98110.0
32943,JN1DF0CD9R,269772625,2024,NISSAN,ARIYA,New,August 25 2024,Original Title,September 30 2024,2024,King,BELLEVUE,98006.0
32950,3FMTK2SU3P,265710112,2023,FORD,Mustang Mach-E,New,March 24 2024,Original Title,April 11 2024,2024,Thurston,YELM,98597.0
32964,2C4RC1L77J,288495385,2018,CHRYSLER,Pacifica,New,May 23 2018,Original Title,June 13 2018,2018,King,SHORELINE,98155.0
32969,WVGKMPE26M,170205465,2021,VOLKSWAGEN,ID.4,New,,Original Registration,August 25 2021,2021,Clark,VANCOUVER,98684.0
32972,W1KCG5FB2P,253305258,2023,MERCEDES-BENZ,EQS-Class Sedan,New,September 05 2023,Original Title,October 11 2023,2023,King,BELLEVUE,98006.0
32976,3FMTK3R45P,267300540,2023,FORD,Mustang Mach-E,New,May 11 2024,Original Title,May 15 2024,2024,Snohomish,BOTHELL,98012.0
32984,JA4J24A54K,477034358,2019,MITSUBISHI,Outlander,New,,Original Registration,June 20 2019,2019,Snohomish,LAKE STEVENS,98258.0
32986,1G1RD6E41E,181209171,2014,CHEVROLET,Volt,New,June 06 2015,Original Title,July 01 2015,2015,King,ISSAQUAH,98027.0
33014,WP1AE2AY3P,227427399,2023,PORSCHE,Cayenne,New,,Original Registration,January 18 2023,2023,Yakima,YAKIMA,98903.0
33029,WB523CF02R,251142762,2024,BMW,iX,New,July 17 2023,Original Title,August 16 2023,2023,Snohomish,BOTHELL,98012.0
33065,WA1BCBFZ7P,236532999,2023,AUDI,Q4,New,April 24 2023,Original Title,May 25 2023,2023,King,SHORELINE,98133.0
33102,YV4BR0DL6N,187006592,2022,VOLVO,XC60,New,January 03 2022,Original Title,January 28 2022,2022,King,SEATTLE,98122.0
33109,WA1AAAGE4M,156817314,2021,AUDI,e-tron,New,May 22 2021,Original Title,July 01 2021,2021,King,SEATTLE,98122.0
33110,KM8JBDD26R,256320200,2024,HYUNDAI,Tucson,New,September 23 2023,Original Title,October 17 2023,2023,King,SEATTLE,98122.0
33127,5YJSA1E22L,9037248,2020,TESLA,Model S,New,,Original Registration,January 10 2020,2020,King,SEATTLE,98112.0
33138,WA16AAGE4R,256239252,2024,AUDI,Q8,New,,Original Registration,October 24 2023,2023,King,SEATTLE,98112.0
33144,7SAXCAE51N,215064160,2022,TESLA,Model X,New,August 19 2022,Original Title,September 28 2022,2022,King,SEATTLE,98112.0
33222,KNDPZDAH4P,220249039,2023,KIA,Sportage,New,,Original Registration,November 21 2022,2022,Clark,VANCOUVER,98664.0
33234,JTDKN3DP6E,161579743,2014,TOYOTA,Prius Plug-in,New,April 30 2014,Original Registration,May 15 2014,2014,Thurston,OLYMPIA,98502.0
33241,3FMTK2SU0P,228293082,2023,FORD,Mustang Mach-E,New,December 29 2022,Original Title,January 10 2023,2023,Thurston,OLYMPIA,98502.0
33254,KNDCD3LD2L,134895330,2020,KIA,Niro,New,December 04 2020,Original Title,December 10 2020,2020,Clark,VANCOUVER,98685.0
33297,YV4H60RM3S,270843856,2025,VOLVO,XC60,New,,Original Registration,September 04 2024,2024,King,SEATTLE,98116.0
33308,KM8K53AG5L,131278829,2020,HYUNDAI,Kona,New,November 10 2020,Original Title,November 25 2020,2020,King,BURIEN,98166.0
33320,1FADP5FU0H,310174196,2017,FORD,C-Max,New,,Original Registration,August 07 2017,2017,King,BOTHELL,98011.0
33328,1FADP3R47E,112483577,2014,FORD,Focus,New,,Original Registration,July 18 2014,2014,Clark,VANCOUVER,98686.0
33334,KMHM24AA8R,266892531,2024,HYUNDAI,Ioniq 6,New,March 22 2024,Original Title,May 30 2024,2024,King,BELLEVUE,98006.0
33344,1FTVW1EV6P,261875918,2023,FORD,F-150,New,March 01 2024,Original Title,May 30 2024,2024,King,BELLEVUE,98008.0
33346,1N4AZ1CP8L,104247328,2020,NISSAN,Leaf,New,,Original Registration,March 27 2020,2020,King,BELLEVUE,98008.0
33382,JTDACACU4P,257828483,2023,TOYOTA,Prius Prime,New,October 02 2023,Original Title,October 19 2023,2023,Snohomish,LYNNWOOD,98037.0
33388,3FA6P0SU1G,202632209,2016,FORD,Fusion,New,June 10 2016,Original Registration,July 05 2016,2016,King,RENTON,98058.0
33392,1G1FZ6S01N,198698776,2022,CHEVROLET,Bolt EUV,New,June 22 2022,Original Title,July 12 2022,2022,King,BURIEN,98166.0
33438,KNDCR3L1XP,220578767,2023,KIA,Niro,New,October 30 2022,Original Title,November 14 2022,2022,King,SHORELINE,98133.0
33439,WBY1Z6C59H,114653948,2017,BMW,i3,New,November 11 2016,Original Title,December 05 2016,2016,King,WOODINVILLE,98072.0
33460,3GPKHVRJ7R,271908017,2024,HONDA,Prologue,New,August 31 2024,Original Title,September 20 2024,2024,King,REDMOND,98052.0
33466,YV4BR0CK2M,167077298,2021,VOLVO,XC90,New,June 11 2021,Original Title,June 18 2021,2021,King,SHORELINE,98133.0
33471,1FTVW1EV1P,258157553,2023,FORD,F-150,New,November 01 2023,Original Title,November 22 2023,2023,King,SHORELINE,98133.0
33485,5UXTA6C07N,196269524,2022,BMW,X5,New,March 18 2022,Original Title,April 07 2022,2022,Snohomish,LYNNWOOD,98087.0
33487,1V2WNPE86P,260442920,2023,VOLKSWAGEN,ID.4,New,,Original Registration,January 09 2024,2024,King,REDMOND,98052.0
33494,5UXKT0C57G,248163653,2016,BMW,X5,New,May 24 2016,Original Registration,June 09 2016,2016,Snohomish,BOTHELL,98012.0
33505,WA1VAAGE6K,109858234,2019,AUDI,e-tron,New,May 27 2020,Original Title,June 02 2020,2020,Clark,LA CENTER,98629.0
33508,KM8K53AGXP,230835048,2023,HYUNDAI,Kona Electric,New,February 05 2023,Original Title,February 22 2023,2023,Thurston,RAINIER,98576.0
33544,1FADP3R4XF,135932408,2015,FORD,Focus,New,,Original Registration,July 06 2015,2015,Clark,VANCOUVER,98662.0
33616,3FA6P0PU5J,284083551,2018,FORD,Fusion,New,,Original Registration,July 24 2018,2018,Snohomish,ARLINGTON,98223.0
33643,5YJSA1E27F,193022595,2015,TESLA,Model S,New,May 20 2016,Original Title,May 31 2016,2016,Clark,VANCOUVER,98664.0
33707,3FMTK4SX5P,260577047,2023,FORD,Mustang Mach-E,New,December 18 2023,Original Title,January 10 2024,2024,King,REDMOND,98052.0
33710,KNDCD3LD4J,125039043,2018,KIA,Niro,New,,Original Registration,July 10 2018,2018,King,REDMOND,98052.0
33712,1N4AZ1BV9N,193860411,2022,NISSAN,Leaf,New,February 28 2022,Original Title,March 31 2022,2022,King,REDMOND,98052.0
33720,KNDAFFS58R,270675779,2024,KIA,EV9,New,August 05 2024,Original Title,September 06 2024,2024,King,REDMOND,98052.0
33729,1G1RB6S55H,227283472,2017,CHEVROLET,Volt,New,April 02 2017,Original Title,May 04 2017,2017,King,REDMOND,98052.0
33735,WA1M2BFZ6P,244550295,2023,AUDI,Q4,New,June 07 2023,Original Title,June 09 2023,2023,Clark,VANCOUVER,98685.0
33753,WVGUNPE23N,224122132,2022,VOLKSWAGEN,ID.4,New,,Original Registration,November 29 2022,2022,King,BOTHELL,98011.0
33772,5YJSA1H23F,144687952,2015,TESLA,Model S,New,June 05 2015,Original Title,July 14 2015,2015,King,BELLEVUE,98008.0
33778,WVGTMPE29N,212392820,2022,VOLKSWAGEN,ID.4,New,,Original Registration,August 23 2022,2022,King,REDMOND,98052.0
33781,5YJYGDEF4L,125834691,2020,TESLA,Model Y,New,,Original Registration,October 07 2020,2020,King,SEATTLE,98177.0
33801,WVGTMPE21N,214750784,2022,VOLKSWAGEN,ID.4,New,August 14 2022,Original Title,September 27 2022,2022,King,REDMOND,98052.0
